State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Yield_Index,is_outlier
Mizoram,Mizoram District A,2002,Rabi,Sugarcane,9695.26,488119.87,50.34623826488408,0.8201807376088642,0
Bihar,Bihar District E,2001,Kharif,Potato,28702.37,488576.72,17.022173430277707,1.2394975786687759,0
Sikkim,Sikkim District B,2005,Rabi,Groundnut,12160.83,14936.57,1.2282525123696326,1.0169577968083126,0
Uttar Pradesh,Uttar Pradesh District D,2001,Rabi,Moong(Green Gram),34050.16,18990.48,0.557720727303484,1.1847212014798203,0
Odisha,Odisha District B,2013,Kharif,Onion,1816.45,25936.15,14.27848275482397,1.2550512096538742,0
Jharkhand,Jharkhand District A,1998,Kharif,Groundnut,13824.2,12277.86,0.8881425326601178,0.7353565037886741,0
Puducherry,Puducherry District B,2006,Kharif,Groundnut,39038.04,69791.95,1.7877933933158527,1.4802415725633795,0
Mizoram,Mizoram District E,2004,Rabi,Sesamum,25392.35,7292.55,0.287194765352557,0.7577535221525885,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District D,2004,Winter,Cotton(lint),9694.74,14346.79,1.479852992447451,0.9304300636579704,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District A,1997,Rabi,Potato,23647.2,239034.32,10.108356169017897,0.7360565938972963,0
Himachal Pradesh,Himachal Pradesh District D,2009,Summer,Rapeseed &Mustard,33036.23,19646.17,0.5946855921514046,0.7466806438659074,0
Jharkhand,Jharkhand District A,2006,Kharif,Cotton(lint),3749.0,2850.11,0.7602320618831688,0.47798177882719955,0
Tamil Nadu,Tamil Nadu District D,2004,Rabi,Wheat,6965.54,12183.38,1.7490933940512867,0.7784788839863286,0
Andhra Pradesh,Andhra Pradesh District A,2012,Rabi,Cotton(lint),34319.61,77588.7,2.260768697546388,1.4214162987197707,0
Andhra Pradesh,Andhra Pradesh District B,2001,Rabi,Dry chillies,23986.33,21630.17,0.9017707169041699,0.8356756344584431,0
Gujarat,Gujarat District B,2014,Autumn,Sugarcane,7660.38,682042.77,89.03510922434657,1.4504535805139662,0
Uttar Pradesh,Uttar Pradesh District A,2011,Winter,Peas & beans (Pulses),12320.99,9696.3,0.7869740986722658,0.8024823911882865,0
Uttarakhand,Uttarakhand District E,2010,Rabi,Gram,22898.7,20310.78,0.8869839772563507,1.0249235400536976,0
Telangana,Telangana District E,2013,Kharif,Rapeseed &Mustard,106534.1,92435.23,0.8676586182264645,1.0894225524606227,0
Jammu and Kashmir,Jammu And Kashmir District B,2005,Kharif,Urad,77741.8,32127.74,0.41326210609993597,0.813202192069318,0
Maharashtra,Maharashtra District D,2000,Kharif,Jowar,132480.46,108392.35,0.8181761295212895,0.8106694949741211,0
Tripura,Tripura District C,1999,Kharif,Urad,20525.99,7125.43,0.3471418430974584,0.6830931353226246,0
Tripura,Tripura District E,2011,Whole Year,Groundnut,17616.85,19046.24,1.0811376608190455,0.8951509258237547,0
Mizoram,Mizoram District B,2000,Kharif,Arhar/Tur,33017.49,25931.48,0.7853861695725508,0.9841590399856358,0
Bihar,Bihar District A,2003,Rabi,Rice,22843.6,45131.5,1.9756737116741672,0.9596369054329004,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District A,2013,Kharif,Onion,52044.12,639326.88,12.284324915091272,1.0797685656942615,0
Jammu and Kashmir,Jammu And Kashmir District B,2005,Rabi,Groundnut,1364.39,1227.39,0.8995888272414779,0.7448337068897054,0
Arunachal Pradesh,Arunachal Pradesh District A,2005,Kharif,Sugarcane,69524.78,4382962.57,63.0417323147229,1.02700055241454,0
Arunachal Pradesh,Arunachal Pradesh District D,2007,Rabi,Rice,5921.9,10334.43,1.7451206538442057,0.8476511956232811,0
Telangana,Telangana District C,1998,Kharif,Bajra,21785.66,27263.85,1.2514585282245292,1.0355817281807222,0
Mizoram,Mizoram District B,1997,Rabi,Maize,29514.07,60305.59,2.043282746161407,0.9877088953258085,0
Maharashtra,Maharashtra District B,2011,Rabi,Small millets,15477.69,5839.69,0.377297258182584,0.5993252964403036,0
Rajasthan,Rajasthan District A,2014,Whole Year,Urad,30803.28,22203.72,0.7208232370059293,1.4184098367005202,0
Jammu and Kashmir,Jammu And Kashmir District E,2014,Kharif,Wheat,5102.91,10371.87,2.0325402564419126,0.9046341812699057,0
Andhra Pradesh,Andhra Pradesh District E,2007,Kharif,Jowar,4362.88,6828.78,1.5652000513422326,1.5508395923228406,0
Chhattisgarh,Chhattisgarh District B,1997,Whole Year,Peas & beans (Pulses),9330.54,6642.69,0.7119298561498048,0.7259593095697928,0
Maharashtra,Maharashtra District B,2008,Rabi,Sugarcane,34365.26,1335787.84,38.870296339966586,0.6332284083560883,0
Arunachal Pradesh,Arunachal Pradesh District A,2006,Kharif,Potato,4002.1,36207.55,9.047137752679845,0.6587822280310646,0
Arunachal Pradesh,Arunachal Pradesh District C,2004,Rabi,Urad,111832.17,37552.04,0.33578924561689183,0.6607539055200139,0
Madhya Pradesh,Madhya Pradesh District D,2000,Whole Year,Moong(Green Gram),11535.34,4701.59,0.4075813976874544,0.865792321371537,0
Tamil Nadu,Tamil Nadu District C,2007,Rabi,Wheat,1529.74,4699.99,3.0724109979473635,1.367455330266517,0
Meghalaya,Meghalaya District E,2009,Winter,Gram,1410.14,1300.6,0.9223197696682598,1.0657545881651218,0
Arunachal Pradesh,Arunachal Pradesh District E,2003,Summer,Small millets,30009.48,19357.91,0.6450598277610942,1.0246580490854316,0
Goa,Goa District C,1998,Kharif,Urad,30680.05,15790.26,0.5146751716506329,1.012759146343643,0
Telangana,Telangana District D,2014,Winter,Urad,311.1,327.09,1.051398264223722,2.0689033922646876,1
Nagaland,Nagaland District D,2012,Rabi,Cotton(lint),9882.89,22130.48,2.2392721157475193,1.4079007224607591,0
Jammu and Kashmir,Jammu And Kashmir District C,2009,Kharif,Dry chillies,1957.76,1563.63,0.7986831889506375,0.7401438837457223,0
Uttarakhand,Uttarakhand District D,2013,Rabi,Peas & beans (Pulses),9218.69,7963.96,0.8638928090650624,0.8809168793719139,0
Chhattisgarh,Chhattisgarh District D,2006,Kharif,Urad,8167.73,2967.25,0.36328943292689647,0.7148677772559449,0
Meghalaya,Meghalaya District A,2007,Kharif,Cotton(lint),13146.7,16881.89,1.2841161660340616,0.807364172120446,0
Sikkim,Sikkim District D,2000,Kharif,Maize,28964.16,55447.4,1.9143451769359099,0.9253813568072355,0
Karnataka,Karnataka District C,2009,Rabi,Sunflower,59411.51,33254.02,0.5597235283196808,0.5758341516401504,0
Maharashtra,Maharashtra District E,2000,Kharif,Jowar,19416.51,15803.41,0.8139160951169907,0.806448545701101,0
Arunachal Pradesh,Arunachal Pradesh District B,2009,Autumn,Gram,3316.1,3158.36,0.9524320738216581,1.1005498157717586,0
Arunachal Pradesh,Arunachal Pradesh District D,1997,Kharif,Potato,41690.29,486106.73,11.659950794297664,0.8490385106300282,0
Andhra Pradesh,Andhra Pradesh District C,2014,Kharif,Maize,31944.42,86192.88,2.698213960372422,1.3042981619449339,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District B,2003,Rabi,Groundnut,68207.02,83540.05,1.2248013474272883,1.014100331376048,0
Sikkim,Sikkim District B,2007,Rabi,Dry chillies,7962.12,6677.42,0.8386485006505805,0.7771799468880659,0
Jammu and Kashmir,Jammu And Kashmir District C,2009,Winter,Wheat,177661.75,367257.73,2.0671738852060164,0.9200487661973734,0
Punjab,Punjab District B,2013,Rabi,Sesamum,49223.1,33672.84,0.6840861302924846,1.8049377538219449,0
Jharkhand,Jharkhand District B,2006,Kharif,Dry chillies,3059.5,2349.22,0.767844419022716,0.711565434543127,0
Arunachal Pradesh,Arunachal Pradesh District A,2010,Autumn,Bajra,2343.13,3174.39,1.3547647804432532,1.1210676350579702,0
Mizoram,Mizoram District E,2014,Kharif,Maize,2964.36,6956.67,2.3467696231226975,1.1344123745933994,0
Chhattisgarh,Chhattisgarh District D,2000,Autumn,Rapeseed &Mustard,20710.36,9341.78,0.45106796791557463,0.5663559453189827,0
Andhra Pradesh,Andhra Pradesh District B,2009,Kharif,Rapeseed &Mustard,39089.65,43891.79,1.1228493987538901,1.4098372704690412,0
Arunachal Pradesh,Arunachal Pradesh District E,2007,Rabi,Groundnut,5665.1,6456.79,1.1397486363877072,0.9436791299046061,0
Tamil Nadu,Tamil Nadu District B,2006,Kharif,Sugarcane,325.14,20080.11,61.75835024912346,1.0060932257606732,0
Punjab,Punjab District A,2007,Rabi,Moong(Green Gram),83075.47,57362.74,0.6904895030988087,1.4667512137760108,0
Bihar,Bihar District E,1998,Winter,Onion,19599.96,188324.05,9.60838950691736,0.8445589829499285,0
Mizoram,Mizoram District E,1997,Kharif,Bajra,5529.39,11182.89,2.022445513881278,1.673573333179409,0
Andhra Pradesh,Andhra Pradesh District A,2005,Kharif,Urad,96780.06,60424.8,0.6243517517968061,1.2285767450952847,0
Gujarat,Gujarat District B,2013,Rabi,Rice,58911.5,186083.14,3.158689559763374,1.534258949968985,0
Uttar Pradesh,Uttar Pradesh District B,2007,Kharif,Cotton(lint),38801.45,82889.46,2.1362464547072344,1.3431252529720081,0
West Bengal,West Bengal District A,2003,Kharif,Groundnut,5531.36,11056.43,1.9988628474733159,1.6550010173125633,0
Tamil Nadu,Tamil Nadu District A,1998,Rabi,Wheat,17780.2,58937.16,3.3147636134576666,1.4753205787977208,0
Tripura,Tripura District E,2011,Rabi,Peas & beans (Pulses),21154.49,12375.15,0.5849892859624599,0.5965172193223378,0
Tamil Nadu,Tamil Nadu District C,2010,Kharif,Sesamum,47340.91,23227.66,0.4906466732473034,1.294554391787713,0
Andhra Pradesh,Andhra Pradesh District C,2004,Rabi,Moong(Green Gram),7684.37,3325.07,0.4327056089178423,0.9191616588516218,0
Madhya Pradesh,Madhya Pradesh District C,2000,Rabi,Groundnut,19894.56,17803.11,0.8948732718894009,0.7409293625197322,0
Madhya Pradesh,Madhya Pradesh District E,2013,Kharif,Groundnut,22919.94,16564.74,0.7227217872298096,0.5983928785365332,0
Meghalaya,Meghalaya District B,2001,Kharif,Groundnut,41236.81,59402.09,1.4405112810617504,1.1927019598273096,0
Mizoram,Mizoram District A,2007,Kharif,Rapeseed &Mustard,8705.19,4971.33,0.5710765646700416,0.717037410410297,0
Goa,Goa District E,2002,Rabi,Onion,18145.7,126849.86,6.990629184875756,0.6144628785404979,0
Chhattisgarh,Chhattisgarh District B,2009,Kharif,Sunflower,7891.41,6294.39,0.7976255193938726,0.8205837186540069,0
Manipur,Manipur District A,1998,Rabi,Bajra,7201.54,7002.83,0.9724072906628305,0.8046668745697954,0
West Bengal,West Bengal District C,2004,Rabi,Rapeseed &Mustard,29331.38,23930.59,0.815869897700006,1.0243972084838302,0
West Bengal,West Bengal District D,1999,Whole Year,Dry chillies,4210.86,6426.45,1.5261609267465555,1.414301303909102,0
Arunachal Pradesh,Arunachal Pradesh District B,2006,Kharif,Maize,19638.04,50918.18,2.5928341117545335,1.2533582643397134,0
Gujarat,Gujarat District D,2006,Kharif,Wheat,14154.21,47753.99,3.3738364769210007,1.5016124720603767,0
Andhra Pradesh,Andhra Pradesh District D,2013,Whole Year,Moong(Green Gram),18156.79,10703.68,0.5895138953526476,1.2522568665646845,0
Odisha,Odisha District D,2005,Kharif,Urad,23915.39,10702.81,0.44752813982962436,0.8806296511351278,0
Meghalaya,Meghalaya District E,2008,Autumn,Groundnut,5355.97,7008.56,1.3085510187697094,1.0834426534100512,0
Bihar,Bihar District D,2001,Kharif,Moong(Green Gram),23147.94,5135.82,0.2218694190498161,0.4712993292883233,0
Puducherry,Puducherry District C,2012,Rabi,Arhar/Tur,44746.25,54952.68,1.2280957622147108,1.5389137129947996,0
Meghalaya,Meghalaya District B,2000,Rabi,Gram,1157.52,1183.62,1.0225482065104705,1.181570078564536,0
Arunachal Pradesh,Arunachal Pradesh District A,2011,Kharif,Small millets,36837.96,14259.12,0.3870768088135174,0.6148598171764728,0
Odisha,Odisha District A,1999,Kharif,Sesamum,21877.54,3182.47,0.14546745200785827,0.38381087476368875,0
Odisha,Odisha District B,2000,Kharif,Cotton(lint),82679.4,106498.86,1.2880942532238986,0.8098653205021886,0
Tamil Nadu,Tamil Nadu District A,2009,Kharif,Urad,15709.18,6918.12,0.44038708576768487,0.8665777438076981,0
Andhra Pradesh,Andhra Pradesh District B,2014,Autumn,Wheat,9432.53,25671.64,2.7216070343799594,1.2113210272128714,0
Madhya Pradesh,Madhya Pradesh District D,2010,Kharif,Small millets,25369.31,16472.51,0.6493085543122772,1.03140702285759,0
Sikkim,Sikkim District A,1997,Kharif,Rice,1557.4,3669.49,2.356164119686657,1.144451146536811,0
Uttarakhand,Uttarakhand District E,2007,Autumn,Groundnut,16951.8,17354.17,1.0237361224176782,0.8476241009744888,0
Meghalaya,Meghalaya District A,2012,Kharif,Bajra,8878.63,9920.49,1.1173446804293006,0.9246025409840123,0
Andhra Pradesh,Andhra Pradesh District B,2012,Rabi,Rice,17650.69,61473.59,3.4827867919044526,1.6916815360334019,0
Puducherry,Puducherry District B,2006,Winter,Onion,32796.18,761545.29,23.22054855169108,2.0410416182896243,1
West Bengal,West Bengal District B,2008,Kharif,Jowar,20967.56,33472.61,1.5963998672234632,1.5817531549056567,0
Madhya Pradesh,Madhya Pradesh District B,2003,Rabi,Gram,5420.93,4844.18,0.893606816542549,1.0325763320549846,0
Gujarat,Gujarat District E,2013,Rabi,Jowar,7844.69,12704.14,1.6194572379533163,1.604598977963264,0
Karnataka,Karnataka District B,2014,Rabi,Onion,4428.29,56613.63,12.784535339826434,1.123736101280859,0
Tripura,Tripura District A,1998,Rabi,Groundnut,28442.96,34339.22,1.207301209156853,0.99961071960639,0
Madhya Pradesh,Madhya Pradesh District D,2002,Kharif,Onion,13314.47,111551.9,8.378245622995133,0.7364316982744398,0
Puducherry,Puducherry District E,2013,Rabi,Wheat,8936.67,20544.65,2.298915591601794,1.0231913574287153,0
Mizoram,Mizoram District E,2013,Rabi,Urad,22605.52,10395.34,0.45985847704454486,0.9048928417449692,0
Manipur,Manipur District B,2000,Kharif,Dry chillies,10224.55,8855.55,0.8661065768175616,0.8026254895207046,0
Tamil Nadu,Tamil Nadu District B,2008,Rabi,Moong(Green Gram),12112.94,3515.37,0.29021608296582,0.6164826402676278,0
West Bengal,West Bengal District B,1998,Rabi,Dry chillies,37249.99,57944.11,1.5555469947777167,1.441533526674647,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District C,2004,Rabi,Urad,11539.19,3553.27,0.30793062597981313,0.6059347236436593,0
Meghalaya,Meghalaya District C,2002,Kharif,Onion,9381.72,133325.17,14.211164903663724,1.249134099833405,0
Puducherry,Puducherry District B,2003,Kharif,Cotton(lint),14982.93,41574.34,2.774780366723998,1.74459158201795,0
Uttar Pradesh,Uttar Pradesh District E,2005,Kharif,Bajra,62315.84,29744.4,0.4773168427160735,0.39497960956880623,0
Arunachal Pradesh,Arunachal Pradesh District E,1997,Kharif,Bajra,8323.69,9937.26,1.193852726374961,0.9879129365370658,0
Meghalaya,Meghalaya District A,2012,Summer,Moong(Green Gram),3147.27,949.3,0.3016264889888697,0.6407208463647164,0
Mizoram,Mizoram District C,2010,Kharif,Urad,1486.24,742.52,0.4995962966950156,0.9830874827992437,0
Jammu and Kashmir,Jammu And Kashmir District B,1999,Kharif,Wheat,22896.15,34727.81,1.5167532532762056,0.6750699441830215,0
Haryana,Haryana District D,2002,Kharif,Groundnut,9145.2,14110.58,1.5429493067401476,1.2775177023999131,0
Bihar,Bihar District E,2009,Rabi,Peas & beans (Pulses),13970.96,9597.71,0.6869756981624742,0.700513399208132,0
Karnataka,Karnataka District E,2014,Kharif,Maize,38472.27,84139.11,2.187006641406915,1.0571840426452628,0
Mizoram,Mizoram District E,2014,Kharif,Rapeseed &Mustard,40531.99,27098.41,0.6685684566684241,0.8394471503633113,0
Tamil Nadu,Tamil Nadu District B,1997,Kharif,Rice,107303.89,248888.61,2.319474252051813,1.1266299087333231,0
Mizoram,Mizoram District C,2004,Rabi,Gram,8579.31,6198.87,0.7225371271116209,0.8349026917376244,0
Arunachal Pradesh,Arunachal Pradesh District E,2006,Kharif,Potato,343.21,5067.65,14.765449724658373,1.075170527232198,0
Assam,Assam District B,1999,Kharif,Gram,40662.94,22496.89,0.5532529128488988,0.6392921952616403,0
Nagaland,Nagaland District E,2001,Rabi,Arhar/Tur,69432.38,92407.9,1.3309049754595765,1.6677428425729452,0
Karnataka,Karnataka District D,2006,Kharif,Gram,4143.45,4389.02,1.0592670359241696,1.2239992470662344,0
Punjab,Punjab District C,2009,Kharif,Small millets,17753.66,16577.34,0.9337421128939047,1.4832211379021536,0
Kerala,Kerala District B,2009,Kharif,Moong(Green Gram),17405.08,5261.18,0.3022784152672668,0.6421056808275722,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District C,2000,Rabi,Sunflower,30557.0,28044.9,0.917789704486697,0.9442066111705721,0
Chhattisgarh,Chhattisgarh District C,2011,Kharif,Rapeseed &Mustard,4588.37,3104.07,0.6765082153357292,0.8494162234198751,0
Madhya Pradesh,Madhya Pradesh District B,2010,Kharif,Jowar,63922.85,52207.13,0.8167209378180103,0.8092276544209408,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District D,2010,Rabi,Jowar,444.37,522.72,1.1763170331030448,1.1655245133013727,0
Sikkim,Sikkim District D,2006,Rabi,Sunflower,8897.21,2271.57,0.2553126204731596,0.2626613297006478,0
Nagaland,Nagaland District A,2006,Rabi,Sesamum,6485.3,2648.28,0.4083511942392796,1.0774205975870688,0
Kerala,Kerala District B,2007,Kharif,Urad,73740.24,19950.72,0.270554042134932,0.532386436815324,0
Manipur,Manipur District B,2007,Kharif,Groundnut,4657.68,6019.62,1.292407378780852,1.0700761832500503,0
Nagaland,Nagaland District B,2000,Whole Year,Wheat,22139.97,65496.96,2.9583129516435656,1.3166730678363403,0
Bihar,Bihar District D,2011,Kharif,Rice,3378.47,8254.08,2.4431414220046355,1.1866983196130765,0
Jammu and Kashmir,Jammu And Kashmir District B,2006,Kharif,Onion,7453.46,53057.4,7.118492619535089,0.6257018288614259,0
Chhattisgarh,Chhattisgarh District B,2006,Kharif,Moong(Green Gram),34872.36,7075.63,0.20290080740162122,0.43100583600019393,0
Andhra Pradesh,Andhra Pradesh District A,2004,Kharif,Groundnut,47333.87,81400.51,1.719709586391309,1.4238701362414403,0
Sikkim,Sikkim District B,2009,Kharif,Potato,71694.92,1100070.98,15.34377861081371,1.117282497069651,0
Jharkhand,Jharkhand District D,2000,Winter,Peas & beans (Pulses),3477.4,2170.29,0.6241128429286248,0.636411754096695,0
Uttarakhand,Uttarakhand District D,2009,Winter,Groundnut,4302.54,6924.75,1.6094562746656627,1.3325835613277708,0
Tamil Nadu,Tamil Nadu District A,2009,Summer,Gram,32528.22,34914.02,1.0733455442689455,1.2402671785975758,0
Mizoram,Mizoram District B,2009,Kharif,Wheat,37912.44,73638.59,1.942333176128996,0.8644852061216951,0
Sikkim,Sikkim District D,2010,Kharif,Potato,21485.13,412545.49,19.201442579123327,1.398184649055277,0
Gujarat,Gujarat District D,2006,Whole Year,Onion,8747.31,110928.44,12.681434635333606,1.1146737473801147,0
Rajasthan,Rajasthan District B,2006,Kharif,Moong(Green Gram),3579.91,1002.5,0.28003497294624724,0.5948557286175914,0
West Bengal,West Bengal District E,2001,Whole Year,Groundnut,49449.45,46522.47,0.9408086439788512,0.7789625310459115,0
Karnataka,Karnataka District A,2013,Kharif,Jowar,1648.61,1480.33,0.8979261317109565,0.8896878037056521,0
Uttar Pradesh,Uttar Pradesh District B,2000,Whole Year,Potato,14935.43,130167.62,8.71535804459597,0.6346231424415643,0
Puducherry,Puducherry District C,2010,Kharif,Jowar,35264.39,53255.52,1.5101783980950754,1.496322753904917,0
Tamil Nadu,Tamil Nadu District B,2007,Kharif,Dry chillies,26817.05,42286.55,1.5768531587180545,1.461278060107539,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District B,1998,Kharif,Rapeseed &Mustard,17211.2,17771.44,1.0325508970902666,1.2964594717596432,0
Uttarakhand,Uttarakhand District A,2004,Whole Year,Urad,11514.77,5281.93,0.4587091188100153,0.902631176274082,0
Telangana,Telangana District E,2004,Rabi,Sugarcane,18650.05,985546.96,52.84419934531007,0.8608745338500627,0
Telangana,Telangana District E,2013,Kharif,Groundnut,31138.74,58166.85,1.8679898415928196,1.546641927970959,0
Kerala,Kerala District D,2000,Kharif,Bajra,57725.08,54205.87,0.9390349913763654,0.7770513023482593,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District B,2002,Rabi,Sunflower,13574.16,11966.61,0.8815727824042151,0.9069472508842696,0
Maharashtra,Maharashtra District E,1998,Rabi,Bajra,27288.72,18159.73,0.6654665370893175,0.5506734510036867,0
Jharkhand,Jharkhand District C,2004,Rabi,Dry chillies,8373.52,7908.12,0.9444200288528599,0.8751989746532712,0
Gujarat,Gujarat District D,2000,Kharif,Cotton(lint),1768.75,3941.54,2.2284325088339223,1.401085521084597,0
Puducherry,Puducherry District A,2006,Whole Year,Bajra,22734.8,33000.58,1.4515447683727152,1.201153059299308,0
West Bengal,West Bengal District B,1997,Kharif,Sugarcane,27753.25,824291.54,29.700721176799114,0.4838486497072236,0
Andaman and Nicobar Islands,Andaman And Nicobar Islands District E,2006,Whole Year,Rice,2025.67,4417.6,2.1808093124743912,1.0592766850092719,0
Odisha,Odisha District E,2008,Kharif,Dry chillies,82268.47,73206.67,0.8898508748248265,0.8246294545309146,0
Chhattisgarh,Chhattisgarh District D,2000,Kharif,Peas & beans (Pulses),15792.25,8886.38,0.5627051243489686,0.5737939208968988,0
Jammu and Kashmir,Jammu And Kashmir District C,2008,Rabi,Onion,27901.43,348689.04,12.49717451757849,1.0984776369354392,0
Rajasthan,Rajasthan District B,1998,Kharif,Rice,21677.82,40611.61,1.873417622251684,0.909968421899803,0
Madhya Pradesh,Madhya Pradesh District C,2012,Whole Year,Wheat,34991.41,78352.21,2.239184131191055,0.9966063386998286,0
Karnataka,Karnataka District E,2005,Kharif,Sesamum,17734.91,7443.28,0.41969651946358905,1.1073548484364306,0
Gujarat,Gujarat District C,2011,Rabi,Wheat,46047.44,96686.53,2.0997156410866706,0.9345323094358795,0
Uttar Pradesh,Uttar Pradesh District D,1998,Whole Year,Sesamum,24975.48,8234.5,0.3297033730683054,0.8699110232785896,0
Assam,Assam District D,2001,Rabi,Sugarcane,49114.42,1989204.16,40.50142829743281,0.6598008606011481,0
Goa,Goa District B,2001,Rabi,Gram,56303.3,36341.1,0.6454523979944337,0.7458301092821309,0
Sikkim,Sikkim District D,2000,Summer,Sugarcane,6265.07,272578.49,43.507652747694756,0.708774676163321,0
Nagaland,Nagaland District B,1998,Kharif,Gram,59796.11,84994.37,1.4214029976197446,1.6424528847405802,0
Maharashtra,Maharashtra District B,2009,Kharif,Cotton(lint),22886.05,17966.4,0.7850371732998924,0.49357753158932716,0
Arunachal Pradesh,Arunachal Pradesh District C,2009,Rabi,Sesamum,22499.12,9224.53,0.40999514647684004,1.0817581090898736,0
Chhattisgarh,Chhattisgarh District E,2002,Rabi,Cotton(lint),10219.68,8029.17,0.7856576722558828,0.4939676587749789,0
Uttar Pradesh,Uttar Pradesh District B,2012,Whole Year,Sunflower,28643.02,32731.69,1.1427457719193017,1.1756376296865105,0
Jharkhand,Jharkhand District D,2003,Rabi,Gram,4770.48,4623.77,0.9692462812966411,1.1199788894532963,0
Telangana,Telangana District A,1999,Kharif,Arhar/Tur,141764.13,104379.54,0.7362902026062587,0.9226374069487185,0
Mizoram,Mizoram District A,2006,Rabi,Groundnut,40875.85,34675.76,0.8483189952013231,0.7023837587648714,0
Rajasthan,Rajasthan District A,2008,Rabi,Groundnut,16267.94,12489.75,0.7677524013489108,0.6356769334538213,0
Jharkhand,Jharkhand District D,2007,Kharif,Jowar,4044.39,3156.39,0.7804366047784709,0.7732762243079081,0
Uttar Pradesh,Uttar Pradesh District B,1997,Kharif,Sesamum,8230.03,1834.39,0.22288983150729705,0.5880871633203937,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District D,2003,Kharif,Moong(Green Gram),4685.97,1779.13,0.3796716581625576,0.8065059105852798,0
Punjab,Punjab District C,2012,Kharif,Potato,48461.61,951130.67,19.626476916470583,1.4291342239818212,0
Goa,Goa District A,2014,Kharif,Groundnut,51140.87,45016.18,0.8802388383302826,0.7288124719292899,0
Arunachal Pradesh,Arunachal Pradesh District B,2000,Rabi,Rapeseed &Mustard,9038.24,5561.68,0.6153498911292464,0.7726265088228714,0
Assam,Assam District D,2012,Winter,Urad,2917.83,1472.71,0.504727828557524,0.9931851251856866,0
Arunachal Pradesh,Arunachal Pradesh District C,2005,Rabi,Gram,65269.28,75191.66,1.1520222070781232,1.3311792647610987,0
Haryana,Haryana District D,2009,Kharif,Rice,15890.58,25509.04,1.6052931988637293,0.7797333074623273,0
Tamil Nadu,Tamil Nadu District D,2004,Rabi,Sugarcane,30698.12,1973584.16,64.29006597146666,1.0473369122828442,0
Haryana,Haryana District C,2013,Kharif,Moong(Green Gram),11601.5,4747.63,0.4092255311813128,0.8692848216729956,0
Telangana,Telangana District C,2004,Kharif,Sunflower,87657.79,114956.03,1.3114183006439017,1.3491650902431722,0
Arunachal Pradesh,Arunachal Pradesh District E,2007,Rabi,Arhar/Tur,5007.02,3720.01,0.7429588857244429,0.9309938627023672,0
Rajasthan,Rajasthan District D,2003,Whole Year,Maize,46093.01,74036.98,1.606251793927105,0.7764511240430719,0
Tripura,Tripura District D,2002,Kharif,Rice,11058.91,25018.41,2.2622853427688625,1.0988517449580568,0
Kerala,Kerala District A,2011,Kharif,Rapeseed &Mustard,125.69,41.64,0.33129127217757975,0.41596565257584334,0
Meghalaya,Meghalaya District E,1997,Kharif,Sunflower,34177.19,27570.04,0.8066795427008481,0.8298983455476697,0
Himachal Pradesh,Himachal Pradesh District B,2012,Kharif,Small millets,48864.67,34034.93,0.6965140662977976,1.1063915525639982,0
Andhra Pradesh,Andhra Pradesh District E,2000,Kharif,Arhar/Tur,17805.1,17960.13,1.0087070558435507,1.2640000628557309,0
Karnataka,Karnataka District E,2002,Kharif,Dry chillies,22583.28,24618.17,1.0901060430548617,1.0102069651188978,0
Goa,Goa District A,1997,Whole Year,Rapeseed &Mustard,4607.56,3439.14,0.746412417852399,0.9371871659699527,0
Dadra and Nagar Haveli,Dadra And Nagar Haveli District C,2000,Kharif,Cotton(lint),10336.85,18082.07,1.7492824216274783,1.0998288094946824,0
West Bengal,West Bengal District C,2001,Kharif,Onion,3679.84,32113.92,8.726988129918691,0.7670854948078469,0
Uttarakhand,Uttarakhand District D,2003,Rabi,Cotton(lint),31000.55,30705.81,0.9904924267472675,0.6227537034925601,0
Uttar Pradesh,Uttar Pradesh District D,2008,Rabi,Sesamum,34080.52,17118.06,0.5022828290178671,1.3252559890422337,0
Mizoram,Mizoram District B,2005,Kharif,Gram,38985.43,36310.06,0.931375131683811,1.076218197352466,0
Haryana,Haryana District B,2004,Kharif,Sesamum,36006.79,10451.2,0.2902563655355004,0.7658314490576992,0
Sikkim,Sikkim District D,2006,Kharif,Sunflower,8760.68,7961.58,0.9087856193811439,0.9349433598585947,0
Mizoram,Mizoram District C,2009,Rabi,Arhar/Tur,6795.8,4979.54,0.732737867506401,0.9181860136889086,0
Bihar,Bihar District C,1998,Kharif,Sesamum,14312.56,9246.88,0.6460675099353295,1.7046269300934862,0
Madhya Pradesh,Madhya Pradesh District C,1999,Rabi,Moong(Green Gram),2647.87,805.57,0.3042332138662397,0.6462581019793255,0
Uttar Pradesh,Uttar Pradesh District C,2006,Kharif,Rapeseed &Mustard,45190.7,33096.81,0.732380998745317,0.9195694715251864,0
